user,browse_search,carousel,deeplink,feeds,flash_sale,Misc,obsessions,saved_search,search,shop_browse_categories,shop_browse_designers,shop_browse_new_arrivals,shop_browse_sale,ymal
8810638,,,,,,,,3,6,,,,,
8810808,,,,,,,68,,,,,,,
8811420,,,,,,,45,,,,,,,
8811578,,,,,,,29,41,57,,,,,
8811666,,,,,,,,,87,,,,,
8811836,,,,,81,,,,,,,,,
8811866,,,,,,83,100,,,,,,,
8812028,,,,,,,,1,,,,,,
8812064,,,,,,46,,,,,,,,
8812538,,,,,,,87,,,,,,,
8812904,,,,,,,32,,,,,,,
8813044,,,,,,,3,,,,,,,
8813766,,,,,,,,38,,,,,,
8813916,,,,,,,,,12,,,,,
8813972,,,,,4,4,14,,89,,,,,
8813974,,,,,,,25,,,,,,,
8814122,,,,,92,,,21,99,,,,,
8814212,,,52,,,,,,,,,,,
8814440,,,,,,,,,22,,,,,
8814664,,,,,,,,,95,,,,,
8814844,,,,,,,82,,,,,,,
8814862,,,,,,,27,,,,,,,
8815442,,,,,,,73,,,,,,,
8815476,,,,,,,13,,,,,,,
8815598,,,,47,44,58,,,,,,,,
8815776,,,,,,54,54,,,,,,,54
8815818,,,,,9,,,,,,,,,
8816104,,,,10,,,69,,,,,,,
8816662,,,,,,,60,,,,,,,
8816954,,,,,,,47,,,,,,,
8817072,,,,,,,33,,33,,,,,
8817580,,,,,,,,,57,,,,,
8817592,,,,,,,,,25,,,,,
8817734,,,,,,,29,,,,,,,
8817816,,,,,7,,,,,,,,,
8817958,6,,,73,8,73,6,51,49,,,,,
8818192,,,,,,,23,,,,,,,
8818748,,,,,,71,22,,,,,,,
8819272,,,,,,,9,2,,,,,,
8819642,,,,100,,12,1,,58,,,,,
8819660,,,,,,,,,45,,,,,
8820102,,,,,101,,101,,,,,,,
8820126,,,,,,,99,,,,,,,
8820258,,,,,,,82,,,,,,,
8820572,,,,,,,,,15,,,,,
8821070,,,,,,,,,72,,,,,
8821194,,,,,,26,26,,26,,,,,
8821492,,,,,,,,,78,,,,,
8821588,,,,,,,,,7,,,,,
8821674,,,,,,,12,,,,,,,
8821680,,,,,,,,,72,,,,,
8821898,,,,,,,57,,,,,,,
8822156,,,,,55,,55,,,,,,,
8822404,,,,,,68,6,,,,,,,
8822522,,,,,,73,73,,,,,,,
8822562,59,,,,,,59,,,,,,,
8823066,,,,,,,32,,,,,,,
8823550,,,,,,23,23,,,,,,,
8823874,,,,,,,29,,,,,,,
8824050,,,,,,92,1,,69,,,,,
8824968,46,,,,,,,,,,,,,
8825044,,,,,,,,,5,,,,,
8825348,,,,,,,,,,,,,,70
8825364,,,,,79,2,2,,88,,,,,
8825558,,,,,,,16,,,,,,,
8825768,,,,,58,,1,,,,,,,46
8825860,,,,,,,,,50,,,,,
8826156,49,,,,,,,,,,,,,
8826564,,,,,,,,,53,,,,,
8826740,,,,,,,,,91,,,,,
8827352,,,,33,,46,8,,48,,,,,
8827466,,,,,,,15,,,,,,,
8827912,,,,,,,35,,,,,,,
8828136,,,,,,,97,,97,,,,,
8828296,28,,,,,,,,,,,,,
8828792,,,,,47,,,,,,,,,
8828834,,,,,,,,12,69,,,,,
8829300,,,,,,,,,57,,,,,
8829612,,,,87,,,,,,,,,,
8829956,,,,,56,,,,,,,,,93
8830146,,,,,,,50,,,,,,,
8830186,,,,,,,81,,,,,,,
8830712,,,,,,,,,54,,,,,
8831106,,,,,,,28,,,,,,,
8831318,,,,,,,47,47,,,,,,
8831424,,,,,,,9,,,,,,,
8831822,,,,,,35,35,,,,,,,
8832502,,,,,,,,,46,,,,,
8833096,,,,,,,3,,2,,,,,
8833508,,,,,,,16,,,,,,,
8833920,,,,,,,12,,,,,,,
8833958,,,,,,,42,,42,,,,,
8834784,,,,,,,8,,36,,,,,
8834800,,,,,,,5,,,,,,,
8835692,,,,,41,,,,,,,,,
8836498,,,,,84,,16,,41,,,,,
8836506,,,,,,,,,101,,,,,
8837394,,,,,,5,5,,21,,,,,
8837430,,,,,,,46,,,,,,,
8837624,2,,,,,,,,,,,,,
8837962,,,,,,,50,,,,,,,
8838256,,,,,35,,61,,,,,,,
8838658,,7,,,26,,,,,,,,,26
8838834,,,,,,,65,,,,,,,
8839088,,,,,,,54,,,,,,,
8839336,,,,,,,,32,,,,,,
8839734,,,,,74,,101,,,,,,,
8839748,,,,,,,,,37,,,,,
8840274,,,,,,,13,,,,,,,
8840538,,,,,,,56,72,1,,,,,
8840928,,,,,,,73,,,,,,,
8842142,,,,,12,,10,,,,,,,
8842260,,,,,,99,35,4,,,,,,
8842456,,,,,,,51,,,,,,,
8842582,,,,,,,35,,,,,,,4
8842742,,,,,,,15,,,,,,,
8842762,,,,,,,,2,21,,,,,
8843528,,,,,,,,,16,,,,,
8844610,,,,,8,,13,7,2,,,,,61
8845430,,,,,,,,,53,,,,,
8845670,,,,,,,100,,,,,,,
8845718,,,,,,,,,21,,,,,
8845802,64,,,,,,,,,,,,,
8846188,,,,,47,,16,85,,,,,,
8846206,,,,,2,,,,,,,,,
8847538,,,,,,,,79,54,,,,,
8847576,60,,,,,,,,,,,,,
8848316,,,,,9,,9,,,,,,,23
8848714,,,,,,70,82,,,,,,,70
8849334,,,,,37,,23,,,,,,,
8849906,,,,,,,,,3,,,,,
8849914,,,,,,53,75,,,,,,,
8850136,,,,,13,,,,,,,,,
8850734,,,,,,,,36,,,,,,
8850742,,,,,,,56,,,,,,,
8850840,,,,,,,,,99,,,,,
8851232,,,,,,,29,,,,,,,
8851624,,,,,100,,,,,,,,,
8852084,,,,,,,6,,,,,,,
8852428,96,,,,,,,,,,,,,
8852478,,,,,,,19,,,,,,,
8852482,,,,,,,37,,,,,,,
8852584,,,,,,,,,6,,,,,
8852782,,,,,,20,,,,,,,,
8853098,,,,,,,49,,,,,,,
8853486,,,,,,,40,,,,,,,
8853516,,,,,,,39,,,,,,,
8853880,,,,,,,,22,,,,,,
8854350,,,,,,,43,,81,,,,,
8854584,97,,,,,,15,70,,,,,,
8854662,,,,,86,,1,,,,,,,
8854788,,,,,,,37,,,,,,,
8854844,,,,33,,,,,,,,,,
8855618,,,,,,,,,8,,,,,
8855702,,,,,,,,49,,,,,,
8856116,,,,,85,85,,,78,,,,,
8856170,23,,37,,,,,,,,,,,
8856318,51,,,,,,6,,,,,,,
8856522,,47,,,70,73,25,,18,,,,,
8857038,,,,,,,82,,,,,,,
8857336,,,,,,,99,,,,,,,
8857918,,,,,,,99,,100,,,,,
8857942,,,,,,,,,78,,,,,
8858000,,,,,,,52,,,,,,,
8858622,,,,,,,,,99,,,,,
8858644,,,,,,,,,91,,,,,
8858664,,,,,,,,,32,,,,,
8858810,,,,,,,,,23,,,,,
8859552,,,,,,,83,,,,,,,
8859608,,,,40,,,,,,,,,,
8859804,22,,,,,,,,,,,,,
8859876,24,,,,,,,24,,,,,,
8860004,,,,,,,12,,,,,,,
8860346,,,,,,,,24,,,,,,
8860702,,,,,5,,,,5,,,,,
8860962,46,,,,,,,,,,,,,
8862290,,,,,,,,,16,,,,,
8862414,,,,,,,,73,,,,,,
8862756,63,,,,,,24,,,,,,,
8863080,,,,,,,83,,,,,,,
8863186,,,,,,,,43,,,,,,
8863552,,,,,35,,,,,,,,,35
8864092,,,,,6,28,17,,,,,,,
8864186,,,,,,41,,,,,,,,
8864292,,,,,,,71,,,,,,,
8864516,60,,38,,,,,38,79,,,,,
8864604,,,,,,,,,11,,,,,
8865546,,,,,,,,6,6,,,,,
8865658,3,,,,,,,,4,,,,,
8865824,,,,,57,84,57,,,,,,,73
8865850,,,,,,,,,49,,,,,
8866324,,,,,,,2,3,,,,,,9
8866636,,,,,42,,,,,,,,,
8866650,,,,,,,,59,60,,,,,
8867096,,,,,44,,,,,,,,,
8867262,86,,,,,86,86,,,,,,,
8867286,,,,,45,,,,,5,21,,,
8867478,,,,,,,78,,,,,,,
8867564,,,,,,,,,,,,,,87
8867840,,,,,,,76,,85,,,,,
8867848,,,,,,,,40,,,,,,
8868050,,,,,,,95,,,,,,,
8868052,,,,,,,,,69,,,,,
8868130,,,,,74,,,,,,,,,
8868370,,,,,66,,,,22,,,,,
8868574,,,,,55,,34,,,,,,,
8869282,,,,,,,11,,,,,,,
8869424,,,,,,,16,,35,,,,,
8869650,,,,,,15,21,,,,,,,
8869858,,,,10,,10,11,6,53,,,,,
8869962,90,,,,62,24,1,15,,,,,,
8870062,26,,,41,99,12,7,73,37,,5,,,58
8870592,,,,94,2,,16,,,,,,,
8870626,85,,,,,,,,85,,,,,
8870736,,,,,42,,42,,,,,,,
8871250,,,,,,,,,34,,,,,
8871472,,,,,,,75,,,,,,,
8871638,,,,,94,,,,,,,,,
8871978,,,,,,,,,18,,,,,
8872136,,,,,63,,,,,,,,,
8872536,,,,,,,,,101,,,,,
8873022,,,,,,,,,,,,,,76
8873074,,,,,,,,64,23,,,,,
8873112,,,,,,,,,54,,,,,54
8873172,,,,,,,46,,,,,,,
8873472,,,,,,,29,,,,,,,
8873504,,,,,,89,30,,,,,,,
8873652,,,,,,,46,,,,,,,
8873678,36,,,,,43,,,,,,,,
8873876,,,,,,,86,,,,,,,
8874010,,,,,22,,,,,,,,,
8874126,,,,,23,,33,,,,,,,33
8874362,,,,,,,,86,,,,,,
8874416,,,,,,,37,,,,,,,
8874566,,,,,,,,18,,,,,,
8875540,,32,,,15,7,7,19,,,,11,,
8876024,,,,,,,1,,,,,,,
8876756,,,,,,,,,29,,,,,
8877164,,,,,,,,,99,,,,,
8877470,,,,,,,,,94,,,,,
8877866,,,,,,,49,,,,,,,
8877928,,,,,,,23,12,1,,,,,72
8878004,,,,,,,35,,,,,,,
8878488,,,,,,,,,4,,,,,14
8878786,,,,,53,,,73,66,,,,,
8878874,,,,,95,,,45,75,,,,,
8879546,,,,,,72,72,,,,,,,
8879910,,,,,76,,1,,44,,,,,
8880574,,,,,,,19,,,,,,,
8880960,,,,,,,,,96,,,,,
8881038,,,,,,,16,16,,,,,,
8881296,,,,,,,,,65,,,,,
8881810,,,,,,,87,,,,,,,
8881814,,,,,8,,2,,,,,,,
8881888,,,,,68,,30,68,64,,,,,
8882032,,,,,47,,,,,,,,,
8882120,,,,,,,,,,,,,,84
8882144,,,,,36,,48,,,,,,,
8882266,,,,,,,,,87,,,,,
8882772,37,,,,,,,,78,,,,,
8883184,,,,,,,99,,,,,,,
8884244,17,,,,,,,,,,,,,
8884398,,,,,75,91,30,,16,,,,,
8884792,,,,,,78,,,,,,,,
8884828,,,,,,,,,82,,,,,
8886220,,,,,,34,,,,,,,,
8886896,,,,,,29,29,,,,,,,
8887428,,,,,,,76,,,,,,,
8887666,,,,,,,86,,,,,,,
8888362,,,,,,,82,,,,,,,
8888432,,,,,,,60,,,,,,,
8888496,,,,,,,98,,,,,,,
8888664,50,,,,,,50,,,,,,,
8888848,,,,,100,,100,,100,,,,,100
8889430,,,,,,,,,20,,,,,
8890200,,,,,68,,,,,,,,,
8890206,,,,,,,,,52,,,,,
8890324,,,,,,,,,97,,,,,
8890346,,,,,,,13,,,,,,,
8890594,,,,,9,,,,,,,,,55
8891032,,,,,,,84,,,,,,,
8891280,,,,,,,40,,,,,,,
8891366,,,,,,,24,,58,,,,,
8891754,,,,,,,,49,49,,,,,
8892348,,,,,,,32,,,,,,,
8892424,,,,,,69,48,,,,,,,
8892754,,,,,,,,,99,,,,,
8892906,,,,,,,,,41,,,,,
8892926,,,,,,42,42,,,,,,,
8892988,,,,,82,,1,,,,,,,38
8893272,,,,,,,10,,,,,,,
8893320,101,,,,55,,13,,,,,,,
8893448,,,,,,,97,,,,,,,
8893536,,,,,,,43,,,,,,,
8893626,,,,,,27,27,,,,,,,
8893948,,,,,,,,,99,,,,,
8893990,,,,,,,83,,67,,,,,
8894216,,,,,,,,,100,,,,,
8894968,89,,,,,,,,,,,,,
8894990,,,,,51,67,26,,99,,,,,67
8895066,,,,,,,,,46,,,,,
8895084,94,,,,22,,12,,,,,,,40
8895354,,,,,,,13,,,,,,,
8895424,,,,,,,,,66,,,,,58
8895680,,,,,,,,78,,,,,,
8895792,62,,,,,,,,,,,,,62
8895854,,,,,,,,,22,,,,,
8896046,,,,,,78,23,,,,,,,78
8896096,,,,,,,9,,,,,,,
8896184,,,,,,,78,,,,,,,
8896444,,,,,,,64,,,,,,,
8896722,,,,,,,57,,,,,,,
8896912,,,,,,,,,89,,,,,
8896934,,,,,,,,23,23,,,,,
8896950,,,,,41,,28,,,,,,,
8897264,,,,,,,,,100,,,,,
8897458,,,,,,,79,,,,,,,
8897578,,,,,,,100,,,,,,,
8897652,,,,,,,29,29,,,,,,
8897822,,,,,,,27,,,,,,,
8898130,,,,,,,50,,,,,,,
8898138,,,,,,,68,,,,,,,
8898202,27,,,,,,,20,8,,,,,
8898958,,,,,,,,,13,,,,,
8899232,,,,,,,,,48,,,,,
8899536,,,23,,,,,,98,,,,,
8899574,,,,,43,,35,,,,,,,
8900000,,,,,,,,84,,,,,,
8900012,,,,,,,,60,88,,,,,
8900744,,,,,,,,,,,,,,93
8901036,,,,52,76,76,,,,,,,,
8901516,,,,,,,55,,,,,,,
8901872,,,,,,,,,25,,,,,
8902296,,,,,,,,,48,,,,,
8902708,,,,,,,27,,,,,,,
8902868,,,,,17,,43,17,,,,,,
8902884,,,,,,24,7,22,15,,,,,
8903048,,,,,49,33,,,,,,,,
8903592,,,,,,,,,18,,,,,
8903698,,,,,5,,,,,,,,,
8903760,,,,,,,64,,,,,,,
8904216,7,,,,,,,,,,,,,
8904224,,,,,,,41,,,,,,,
8904596,,,,,,,,25,,,,,,
8904654,,,,,,,,25,,,,,,
8904746,,,,,,,,,87,,,,,
8904930,,,,,,,,,60,,,,,
8904978,,,,,,,,,13,,,,,
8905360,22,,,,,,,,,,,,,
8905390,,,,,,,32,,,,,,,
8905824,,,,,,,67,,,,,,,
8906314,,,,,,90,,,,,,,,
8906468,,,,,67,,,,,,,,,
8906692,25,,,,,,,,,,,,,
8906832,,,,,,,96,,,,,,,
8907962,,,,,,,11,,,,,,,
8908230,,,,,,,,72,,,,,,
8908272,,,,,,68,6,,,,,,,
8908578,,,,,71,,,,,,,,,
8908672,,,,,,,,,,,,,,85
8908904,,,,,,,,,59,,,,,
8909000,,,,,13,,,,,,,,,
8909142,,,,,,,10,1,12,,,,,
8909164,,,,,,48,9,,65,,,,,
8909260,,,,,,,56,,,,,,,
8909302,,,,,,76,21,,21,,,,,21
8909862,,,,,,,94,,,,,,,
8910010,11,,,,,,,,28,,,,,90
8910114,,,,,74,62,35,,,,,,,66
8910312,,,,,,,49,,,,,,,
8910868,,,,,,,54,,,,,,,
8911018,96,,,,,,,,,,,,,
8911336,,,,,97,,,,,,,,,
8911642,,,,,,,,,94,,,,,
8911760,,,,,,,90,,,,,,,
8912094,,,,,13,,6,,,,,7,,6
8912412,,,,,,,2,,,,,,,
8912568,,,53,,,,,,,,,,,
8913038,,,,,,,76,,,,,,,
8913062,,,,,91,,,,,,,,,
8913250,,,,,,43,,,,,,,,
8913320,,,,,,,,,47,,,,,
8913968,,,,,,,,,94,,,,,
8914906,,35,,,,52,49,,63,,,,,
8915214,,,,,67,,,,44,,,,,
8915504,,,,,,52,,,,,,,,
8915998,,,,,57,,8,,,,,,,
8916264,,,,,65,,39,,31,,,,,
8916488,,,,,98,,,,,,,,,
8916532,,,,,,,,46,,,,,,
8916548,,,,,,41,,,,,,,,
8916638,,,,,,,69,,,,,,,
8916704,,,,,,,1,,5,,,,,
8916708,,,,,,,57,,,,,,,
8917114,62,,,,,,58,,,,,,,
8917400,,,,,,,,,,,,,,38
8917464,7,,36,,,,,,,,,,,
8917624,,,,,,,50,,,,,,,
8917758,,,,,,,25,,,,,,,
8917966,,,,,13,,,,30,,,,,
8918802,,,,,,,9,,8,,,,,
8918928,,,,,,,8,,,,,,,
8919142,,,,,,,20,,,,,,,
8920076,,,,,,,,,98,,,,,
8920324,,,,,,,57,,,,,,,
8920350,,,,,25,,,,,,,,,
8920444,,,,,27,,,,,,,,,27
8921126,,,,,,,9,,,,,,,
8921472,,,,,,,23,,,,,,,
8921502,,,,,76,,,,,,,,,
8921798,,,,,,41,41,,,,,,,41
8922266,,,,,,,2,,,,,,,
8922604,,,,,,,58,,,,,,,
8922896,,,,,,,7,,,,,,,
8922938,,,,,,,,,23,,,,,
8923044,,,,,,,78,68,,,,,,
8923106,,,,,,,24,,,,,,,
8923476,,,,,,,52,,101,,,,,
8924298,,,,,,,82,,,,,,,
8924374,,,,,,,17,,,,,,,
8924482,,,,,,24,24,,24,,,,,64
8924544,,,,,89,,11,65,,,,,,
8925108,,,,,72,,22,,,,,,,
8925354,,,,,6,2,1,3,1,,,,,46
8925692,,,,,70,,70,,,,,,,
8925972,13,,,,,,99,,,,,,,
8926038,,,,,56,56,56,,,,,,,
8926126,,,,,69,17,75,,17,,,,,80
8926490,,,,,,,63,,,,,,,
8926560,,,,,29,,,,,,,,,
8926628,,,,,71,,53,,,,,,,
8926864,,,,,22,,22,,,,,,,29
8926872,,,,,12,,,,,,,,,
8927044,,,,,,33,24,,,,,,,
8927532,,,,,94,,,,,,,,,
8927652,,33,,,,2,1,,53,,,,,
8927854,100,,,,85,72,72,,,,,,,
8928088,,,,,,20,20,,,,,,,
8928268,,,,,,,49,,,,,,,
8928318,,,,,,,,,6,,,,,
8928428,,,,,,46,89,,,,,,,
8928624,,,,,,,,,93,,,,,
8929028,,,,,,,20,,,,,,,
8929198,,,,,,,66,,,,,,,
8929210,,,,,,,76,,,,,,,
8929608,,,,,,7,7,,,,,,,
8929612,,,,,,,44,,,,,,,
8930508,,,,,,,,,,,,,,83
8930892,,,,,,,66,,,,,,,101
8930958,,,,,,44,39,,99,,,,,
8930966,,,,,,,,,8,,,,,
8931490,,,,,,,60,,,,,,,
8931570,,,,,,,,,57,,,,,
8931628,,,,,,,8,,79,,,,,
8931708,97,,,,,,,,,,,,,
8931852,,,,,31,,,,,,,,,
8932042,,,,,,,,,67,,,,,
8932882,,,,,83,,83,,,,,,,
8932906,42,,,,33,,,41,,,,,,
8933306,,,,,,,39,,39,,,,,
8933336,,,,,,,25,25,35,,,,,
8934328,,,,,,,,20,,,,,,
8934436,,,,,,,81,,,,,,,
8934530,,,,,,,93,,,,,,,
8935168,,,,,68,,,,68,,,,,
8935620,,,,,,,,,89,,,,,
8935668,,,,,,94,94,,,,,,,
8935870,,,,,86,,,,,,,,,
8935914,,,,,,,,11,,,,,,
8936118,,,,,101,,,,,,,,,
8936566,,,,,13,,13,24,17,,,,,
8936800,,,,,,,,12,,,,,,
8936906,,,,,30,,,,,,,,,30
8936950,,,,,,,59,,,,,,,
8937472,,,,,,9,9,,9,,,,,
8937744,,,,,55,,,46,82,,,,,
8937752,,,,,,,83,17,,,,,,
8938164,,,,,101,,,,,,,,,
8938566,58,,,,18,,,,30,,,,,
8938614,,,,,,,99,,,,,,,
8939452,,,,,,,,30,,,,,,
8939550,,,,,,,,,24,,,,,
8939756,,,,,,21,,,,,,,,
8939862,,,,,,,,,56,,,,,
8940754,100,,,,18,,,,,,,,,
8940760,,,,,,,,,,,,,,88
8940776,,,,,60,,,,,,,,,
8940874,,,,,87,,,,97,,,,,
8941208,,,,,,,,8,8,,,,,
8941270,,,,,,,55,,55,,,,,
8941394,,,,,82,4,3,,42,,,,,
8941586,,,,,,,,,,,,,,96
8941998,,,,,,,101,,,,,,,
8942362,94,,,,80,,47,87,96,,,,,
8942368,,,,,,,11,,,,,,,
8942530,,,,,,,56,,,,,,,
8943068,,,,,,38,,38,,,,,,
8943528,,,,,,,90,,63,,,,,
8943776,,,,,,,,,81,,,,,
8944352,,,,,,42,41,,,,,,,
8944364,,,,,,90,90,,,,,,,
8944372,,,,,76,,,,,,,,,
8944462,,,,,,,65,,,,,,,
8945060,45,,20,,4,,,,,,,,,
8945520,,,,,22,,,,,,,,,22
8945738,,,,,24,,,,,,,,,
8946298,,,,,,,6,,68,,,,,
8946426,97,,,,92,,85,,,,,,,
8946704,,,,,,,,,94,,,,,
8946852,,,,,,,98,,98,,,,,
8947092,86,,,,,,18,,,18,,,,18
8947230,,,,,,,73,,,,,,,
8947354,,,,,,,,,,,,,,85
8947426,,,,,23,,,,,,,,,
8947586,,,,,,,,54,,,,,,
8947782,,,,,,,,,34,,,,,
8948000,,,,,,,,,58,,,,,
8948070,,,,,,,13,,,,,,,
8948142,,,,29,,,,,43,,,,,
8948234,,,,,,,19,,,,,,,
8948394,,,,,,,,,53,,,,,
8948712,,,,,,,83,,,,,,,
8948954,98,,,,73,8,8,,25,,,,,73
8949774,,,,,,,,,58,,,,,
8950484,,,,,,,,,97,,,,,
8950628,,,,,,,,,99,,,,,
8950668,64,,,,,60,60,,,,,,,
8950708,,,,,,,,,22,,,,,
8950788,,,,,86,,86,,,,,,,
8950920,,,,,,,52,,51,,,,,
8950992,,,,,94,,,,,,,,,
8951384,,,,,78,,78,,88,,,,,
8951390,,,,,,,2,,,,,,,
8951472,,,,,,99,86,,,,,,,
8952050,,,,,,,33,,,,,,,
8952158,,,,,,,83,,,,,,,
8952168,,,,,,,,,95,,,,,
8952378,,,,,100,,,,,,,,,
8952510,,,,,,,,87,,,,,,
8952802,,,,,68,,,,,,,,,
8953182,,,,,59,,43,,,,,,,
8953252,,,6,,10,,,,,,,,,10
8953364,,,,,30,,,,,,,,,
8953678,,,,,,,,,16,,,,,
8953794,,,,,35,,,,47,,,,,
8954528,,,,39,,39,,,,,,,,
8954540,,,,,,54,58,37,88,,,,,
8954724,,,,,40,,,,38,,,,,
8955634,,,,,,,,,52,,,,,
8955748,,,,,,55,23,,101,,,,,
8955880,,,,,,,2,,3,,,,,
8957236,,,,,,,12,,,,,,,
8957486,,,,,,,79,,,,,,,
8957838,,16,,,,,,,16,,,,,
8957864,,,,,,,,26,94,,,,,
8958124,72,,71,,,,,,,,,,,
8958632,,,,,,,100,,,,,,,
8959144,,,,,49,,64,,,,,,,
8960210,,,,,,,98,,,,,,,
8960402,,,,,,,85,,,,,,,
8961356,,,,,,,,10,,,,,,
8961610,,,,,,,,,4,,,,,
8961622,88,,,,25,,,,,,,,,
8961838,,,,,,,55,,,,,,,
8962054,,,,,,49,,,,,,,,
8962186,,,,,,,65,,,,,,,
8962524,,,,,,,5,,,,,,,
8962864,,,,,2,,2,,22,,,,,2
8963444,,,,,,,,43,,,,,,
8963704,,,,,,,68,,,,,,,
8964376,,,,,,11,11,,,,,,,
8964440,,,,,,,15,,,,,,,
8964696,,,,,,,24,,,,,,,
8964966,,,,,,,,22,,,,,,
8965134,,,,,41,8,8,,,,,,,78
8965326,,,,,,,98,,,,,,,
8965368,,,,,,,69,,,,,,,
8965726,,,,,100,,,,,,,,,
8966010,,,,,,,,,87,,,,,
8966168,,,,,,,,,99,,,,,
8966250,,,,,,84,61,2,86,,,,,
8966382,,,,,,,77,,,,,,,
8966458,,,,,,,13,,,,,,,
8966694,,,,,71,,,,,,,,,
8967176,,,,,,,99,,72,,,,,
8967398,22,,,,,,,46,,,,,,
8967830,,,,,,,23,,,,,,,
8967980,,,,,,,101,,,,,,,
8968012,,,,,,,24,32,,,,,,
8968468,,,,,,,4,,,,,,,
8968798,,,,,,,29,,,,,,,
8968832,,,,,,,,2,,,,,,
8969464,88,,,,,,,,,,,,,
8969518,,,,,,,13,3,43,,,,,
8969752,,,,,,,95,,,,,,,
8969814,,,,,101,,,,,,,,,
8969996,,,,,41,,,,,,,,,
8970078,,,,,,,38,,,,,,,38
8970114,,,,,,,,,101,,,,,
8970196,,,,,28,,,,,,,,,
8970200,,,,23,,,,,101,,,,,
8970654,,,,,,,,68,,,,,,
8970734,,,,,,,,21,,,,,,
8972668,,,,,,,,53,,,,,,
8972828,98,,,,,,,,,,,,,
8972972,,,,,,53,16,,,,,,,
8973300,,,,,,,,,101,,,,,
8973514,,,,,85,,,,93,,,,,
8973528,,,,,,,101,,,,,,,
8973602,,,,,65,,,,,,,,,
8974118,,,,,35,,,,,,,,,
8974500,,,,,,,88,,,,,,,
8974604,,,,,,,,,95,,,,,
8974652,,,,,,,74,,,,,,,
8974728,,,,,,,22,,61,,,,,
8974840,,,,,,,,25,,,,,,
8974952,,,,,,,76,,,,,,,
8975020,,,,,,,,,80,,,,,
8975380,,,,,,,,,46,,,,,
8975584,,,,,91,,,,,,,,,
8975660,,,,,,,94,,,,,,,
8975704,,,,,47,,56,,,,,,,
8975890,,,,,,,,16,,,,,,
8976014,,,,,98,,,,,,,,,
8976024,,,,,,,92,79,,,,,,
8976082,,,,,57,,57,,,,,,,
8976566,,,,,,,100,,,,,,,
8976712,,,,,99,,,,,,,,,
8976818,,,,,,,94,,,,,,,
8976830,,,,,,,18,,,,,,,
8976850,,,,,,23,23,,,,,,,89
8976968,,,,,,,21,,1,,,,,
8977060,,,,,,,,67,75,,,,,
8977186,,,,,,3,27,,,,,,,
8977204,5,,,,,,,,,,,,,
8977260,,,,,87,,,,,,,,,87
8977280,,,,,,,80,,,,,,,
8977846,,,,,,37,37,,,,,,,
8977852,,,,,,,,67,,,,,,
8977884,,,,,,35,,,99,,,,,
8977896,100,,,,,,,,,,,,,
8977946,,,,,13,,6,,,,,,,
8978228,,,,,,,,,100,,,,,
8978260,,,,,,,90,,,,,,,
8978278,,,,,,,,,98,,,,,
8978296,,,,,,,76,,,,,,,
8978340,97,,,,,,,,,,,,,
8978408,,,,,,,24,,24,,,,,
8978524,,,,,,,99,,,,,,,
8978638,,,,,,,9,,9,,,,,
8978938,,,,,,,99,,,,,,,
8979006,,,,,,,76,,,,,,,
8979022,,,,,,21,21,,,,,,,
8979170,,,,,,,,,99,,,,,
8979242,,,,,,83,96,,,,,,,
8979370,,,,,,,49,72,94,,,,,
8979394,,,,,,,96,,,,,,,
8979604,,,,,,,,,99,,,,,
8979626,37,,,,,,13,,,,,,,85
8979954,,,,,,,25,,,,,,,
8979994,,,,,,,,,72,,,,,
8980392,,,,,,,,,99,,,,,
8980402,,,,,,,,31,,,,,,33
8980428,,,,23,,,20,,19,,,,,
8980478,,,,,,,4,15,,,,,,
8980560,,,,,,,48,,,,,,,
8980604,,,,,,,99,,,,,,,
8980828,,,,,,,,,92,,,,,
8980982,,,,,,,,,16,,,,,
8981110,,,,,99,,,,,,,,,
8981118,,,,,99,,,,,,,,,
8981504,,,,,,,,,98,,,,,
8981508,,,,,,,,,99,,,,,
8981622,,,,,26,,,,,,,,,
8981772,,,,,,,13,,54,,,,,
8981788,,,,,,,6,,,,,,,
8981828,,,,,,,,,92,,,,,
8981910,,,,,,,83,,22,,,,,
8982136,,,,,,51,,,,,,,,
8982274,,,,,80,,,,,,,,,
8982706,,,,,,,45,,,,,,,
8982804,,,,,,,60,,,,,,,
8983254,,,,,,,,,,,,,,92
8983326,65,,,,,,,,,,,,,
8983446,,,,,,,,,98,,,,,
8983508,,,,,32,,,21,,,,,,
8984230,,,,,,,97,,,,,,,
8984938,,,,,,,,,11,,,,,
8985350,,,,,,,,,98,,,,,
8985402,,,,,,,67,,,,,,,
8985642,,,,,,,,20,35,,,,,
8985724,,,,,,,76,,,,,,,
8985986,,,,,15,,,,,,,,,
8986016,53,,,,,,,7,,,,,,
8986268,,,,,65,,,,,,,,,
8986270,,,,,,,,,87,,,,,
8986310,,,,,,,97,,,,,,,
8986386,,,,,,,31,,,,,,,
8986622,,,,,,,,,97,,,,,
8986960,87,,,,,,74,,,,,,,
8987328,,,,,,,44,,,,,,,
8987476,,,,68,,81,79,,,,,,,
8987490,,,,,,,,,,,,,,3
8987718,,,,,,,,,97,,,,,
8987856,,,,,,,52,,,,,,,
8987918,,,,,,,97,,,,,,,
8988638,97,,,,76,,93,,97,,,,,
8988896,,,,,,,,,97,,,,,
8988926,,,,,,,,,71,,,,,
8989134,,,,,,,94,,,,,,,
