user,browse_search,carousel,deeplink,feeds,flash_sale,Misc,obsessions,saved_search,search,shop_browse_categories,shop_browse_designers,shop_browse_new_arrivals,shop_browse_sale,ymal
2475322,,,,,,,,2,2,,,,,
2477822,,,,,,,,,44,,,,,93
2478248,,,,,,,49,,,,,,,
2481412,,,,,49,13,26,,89,,,,,
2481758,,,,,,,32,35,35,,,,,
2483360,,,,,,,,,4,,,,,
2484488,,,,,,,79,,18,,,,,
2486110,,,,,,,,,31,,,,,
2486422,,,,,62,,,,56,,,,,
2487402,,,,,16,,,,,,,,,85
2488592,,,,3,,13,3,,13,,,,,
2491336,43,,,,,,,,,,,,,
2492972,,,,,,,,,70,,,,,
2494550,,,,,,25,73,,,,,,,
2497392,,,,,60,,,,,,,,,
2497398,,,,,,,,,75,,,,,
2498306,,,,,,,,1,1,,,,,
2499946,,,,,59,,,,,,,,,
2507244,,,,,,,,,9,,,,,
2508236,,,,,24,,,,,,,,,
2509716,,,,,,,5,,,,,,,
2511038,,,,,13,,13,,70,,,,,
2511928,,,,,26,94,14,,15,,,,,
2513530,,,,,,42,,,,,,,,
2514246,,,,,,,,,,,,,16,
2514292,,,,,73,,,,,,,,,
2515368,,,,,,,13,,,,,,,
2515646,,,,,,,,,69,,,,,
2516866,,,,,,,,34,,,,,,
2518080,,,,,84,,,,,,,,,
2521212,,,,12,54,,,,,,,,,
2521234,,,,,17,5,9,1,8,,,,,
2522788,,,,,48,,,,39,,,,,
2527474,,,,,5,,98,,5,,,,,
2530630,,,,,,58,49,85,43,,,,,
2532726,,,,,,,,,45,,,,,45
2532902,,,,,,,,,64,,,,,
2534748,,,,,,,,,,2,,,,
2535492,,,,,,,92,,,,,,,
2537340,,,,,,,,,1,,,,,
2537514,,,,,88,,,,,,,,,
2537736,,7,,,,,,,,,,,,
2540224,,,,,,,10,43,8,,,,,
2541338,,,,,,,,6,4,,,,,
2541768,,,,,,,84,,,,,,,
2543500,,,,,,,,51,,,,,,
2543790,,,,,,,47,,53,,,,,
2546940,,,,,,,,25,,,,,,
2548782,,,,,,,89,,,,,,,
2550784,8,,,,,,10,,10,,,,,
2550842,,,,,,52,52,,,,,,,
2551478,,,,,,,,35,96,,,,,
2553298,,,,,52,13,22,45,77,,,,,60
2554536,,,,,,,13,,,,,,,
2554614,,,,,,76,,,,,,,,
2555918,,,,,,,91,,,,,,,
2557260,,,,,,,1,,,,,,,
2557768,,,,,,,,20,,,,,,
2558590,,,,,,,8,,95,,,,,
2559474,,,,,,,,63,,,,,,
2559714,,,,,,,43,,,,,,,
2560016,,,,,,,,28,,,,,,
2560318,,,,,,15,15,,,,,,,
2560794,,,,,3,,,,7,,,,,
2561854,,,,,,,32,,19,,,,,19
2566062,,,,,,,,,37,,,,,
2566506,,,,,90,,,,,,,,,
2567678,,,,,23,31,41,,,,,,,
2567954,,,,,43,,,44,,,,,,
2568122,,,,,,,,,42,,,,,
2568454,,,,,,,,,21,,,,,
2569298,,,,,92,,92,,,,,,,
2569468,,,,,,,16,,,,,,,
2572060,,,,,2,,,,77,,,,,
2572316,,,,,,,47,,8,,,,,
2573154,,,,,,,32,,,,,,,
2574854,,,,,,,6,,,,,,,
2574864,,,,,,,3,,,,,,,
2575276,,53,,,,,,,18,,,,,
2575512,,,,,,,,15,,,,,,
2575676,,,,,17,,,,,,,,,
2576116,,,,,,29,29,,59,,,,,
2576206,,,,,,,21,,,,,,,
2579562,24,,,24,,,,,94,,,,,
2580826,,,,,,23,36,12,5,,,,,37
2583894,,,,,,,41,,,,,,,
2585108,,,,,63,,,,,,,,,
2586672,,,,,,,93,,,,,,,
2588376,,,,,,,22,,11,,,,,
2589152,,,,,35,,1,,,,,,,
2589316,,,,,29,29,29,,,,,,,
2590798,,,71,,85,,13,,13,,,,,
2591986,,,,,,,,,51,,,,,
2592384,,,,,,,,,66,,,,,
2592478,,,,,,,9,,,,,3,,
2592596,,,,,,,,22,,,,,,
2593114,,,,,,,26,,,,,,,
2593990,,,,,,3,3,,,,,,,
2594978,,,,,,,51,8,36,,,,,
2595184,,,,,11,,,,,,,,,
2597618,,,,,101,,,,,,,,,
2597902,,,,,,,,64,101,,,,,
2597920,,,,,25,21,15,,4,,,,,
2597970,,,,,,,12,,,,,,,
2600332,,,,,,,,,31,,,,,
2600792,,,,,,,,,13,,,,,
2601504,,,,,22,,41,,69,,,,,
2602856,,,,,,,58,,,,,,,
2603614,,,,,,,54,,,,,,,
2605124,,,,,,17,60,,,,,,,
2605284,83,,,,82,,,53,3,,,,,
2610256,54,16,,,17,,,,36,,,,,
2614870,17,,,,70,,27,27,27,,,,,
2615402,,,,,,,76,,,,,,,
2615764,,,,,,,35,,,,,,,
2615940,,,,,,,,,76,,,,,
2616496,,,,,,,2,45,73,,,,,
2620348,,,,,,35,35,,,,,,,
2620860,,,,,,,,,10,,,,,
2621478,,,,,,,,,5,,,,,
2623828,,,,,,92,73,,,,,,,73
2630406,,,,,,,,,29,,,,,
2631588,,,,,16,,,11,16,,,,,
2631612,,,,,,,44,,,,,,,
2631712,,,,,8,,,,,,,,,
2632702,,,,,,,8,,8,,,,,
2633750,,,,,,,,32,,,,,,
2633998,,,,,,,54,,,,,,,
2634962,65,,,,29,,,55,44,,,,,39
2636068,,,,,,,18,,,,,,,
2638286,,,,,,,7,,50,,,,,
2640568,,,,,,,64,,,,,,,
2641958,,,,,,,,,95,,,,,
2642070,,,,,78,,36,,,,,,,
2642610,99,,,55,,71,9,9,2,,,,,36
2644946,,,,,,,,,60,,,,,
2646890,,,,,,,54,,,,,,,
2652340,,,,,,,,81,,,,,,
2653394,,,,,,,,,,,,,,71
2653700,,,,,,,75,,,,,,,
2655154,,,,,,,,,28,,,,,
2655666,,,,,19,,41,,4,,,,,
2655852,,,,,76,,,,90,,,,,
2657316,,,,,,,51,,,,,,,
2660266,,,,,,,21,,93,,,,,
2660804,,,,,,,,,52,,,,,
2660814,,,,,,,,,70,,,,,
2661994,,,,,42,,,,,,,,,
2664006,,,,,,76,52,,85,,,,,
2664080,,,,,,,,,9,,,,,
2665338,,,,,,,,,70,22,,,,
2666788,,,,,,,,,15,,,,,
2668328,,,,,26,,66,13,96,,,,,
2669802,,,,,,,1,,66,,,,,
2670870,,,,,,,8,15,15,,,,,
2672906,,,,,,,,8,,,,,,
2673112,,,,,,23,23,23,66,,,,,
2674184,,,,,,,15,,,,,,,
2675010,,,,,,,,57,,,,,,
2675856,,,,,37,,29,,,,,,,
2676520,,,,,85,15,15,,30,,,,,
2676630,,,,,,,24,35,,,,,,
2676742,,,,,,,16,,,,,,,
2677028,,,,,,,,,70,,,,,
2678154,,,,,,,68,,,,,,,
2678416,,,,,76,,,,,,,,,
2679042,71,,,,,,,,,,,,,
2682372,,,,,,,,,63,,,,,
2682552,,,,,,,43,,,,,,,
2684542,,,,,,,,82,,,,,,
2684642,,,,,,,,18,9,,,,,
2684750,,,,,,,,10,,,,,,
2685390,,,,,,,,62,87,,,,,
2686224,,,,,,,17,,2,,,,,
2686900,,,,,,,13,,,,,,,
2687906,,,,,56,,,,,,,,,
2691666,29,,,,,,15,15,,,,,,
2692098,,,,,,,,28,,,,,,
2692554,,,,,83,3,3,58,46,,,,,
2692708,,,,,,,,,66,,,,,
2695952,,,,,80,,,,,,,,,
2696740,,,,,,,101,,,,,,,
2696950,,,,,1,,43,,,,,,,
2697016,,,,,,,,,36,,,,,
2700094,,,,,,,67,,96,,,,,
2700662,,,,,55,,,,10,,,,,
2701910,,,,,,,53,,,,,,,
2702202,,,,,,,4,19,,,,,,
2702550,,,,,,,13,,,,,,,
2704850,,,,,,,62,,,,,,,
2706708,,,,,,76,,,,,,,,
2709276,52,,,,,,,,,,,,,
2710546,,,,,,,,20,,,,,,
2712786,75,,,,,85,75,,,,,,,
2713906,,,,,,,,,79,,,,,
2716226,,,,,32,,,,83,,,,,
2717044,,,,,11,18,11,16,16,2,,,,
2717522,,,,,50,,,,,,,,,
2719580,,,,,,,,,81,,,,,
2721346,,,,,76,41,58,3,2,,,,,
2721582,,,,,,,100,,,,,,,
2724740,,,,,,,,,90,,,,,
2725080,,,,3,,,,,,,,,,
2725178,,,,,,,80,,,,,,,
2726322,7,,,,,,,,,,,,,
2729966,,,,,,70,4,22,1,,,,,
2730008,,,,,,16,15,32,16,,,,,
2731320,,,,,,,52,,,,,,,
2733224,,,,,,,,73,94,,,,,
2735360,,,,,23,,,,,,,,,
2736186,,,,,24,,40,,3,,,,,
2736492,,,,,,,,,66,,,,,
2738078,,,,,,,21,,,,,,,
2738154,,,,,13,,,8,1,,,,,8
2739210,,,,,13,,,56,2,,,,,16
2740646,,,,,35,,,,,,,,,
2742032,,,,,38,,40,,,,,,,
2742532,,,,,43,,18,74,,,,,,
2744162,,,,,13,,22,,13,,,,15,
2744770,,,,,33,,,33,,,,,,
2745576,,,,,41,,,,,,,,,
2745696,,,,,,,73,,95,,,,,
2746952,,,,,,,19,,,,,,,
2747544,,,,,,,,77,,,,,,
2748310,,,,,44,,,11,16,,,,,
2748690,50,,,,,,,,,,,,,
2752372,,,,,,,67,,87,,,,,
2758518,,,,,,,,,87,,,,,
2758848,,,,,,,,,72,,,,,
2759142,,,,,,,,43,,,,,,
2759230,,,,,,,,22,21,,,,,21
2762472,,,,,35,,,,,,,,,
2763042,,,,,,,,,56,,,,,
2766186,,,,,,,,11,,,,,,
2766794,,,,,,,,,27,,,,,
2768418,,,,,,,,,36,,,,,
2769528,,,,,,,68,,,,,,,
2776592,,,,,,9,9,,9,,,,,
2777666,,,,,25,,,,,,,,,
2780390,,,,,,,,16,16,,,,,
2781190,,,,,76,,,,,,,,,
2781922,,,,,,,,,50,,,,,
2782446,,,,,,,,2,,,,,,
2782502,,,,33,,33,,,,,,,,
2782544,70,,,,,,85,,,,,,,
2782984,,,,,18,,,,18,,,,,
2784370,,,,,,,,,25,,,,,
2785166,,,,,,,7,,,,,,,
2785718,,,,5,,,,,,,,,,
2788144,,,,,75,,,,,,,,,
2788856,,,,,71,,,,,,,,,
2793630,,,,,,,6,,,,,,,
2795340,,,,,,,,,23,,,,,
2799456,,,,,,,67,,,,,,,
2802314,,,,,,,50,,50,,,,,
2802766,,,,,,,,25,7,,,,,
2804284,,,,,,,13,,,,,,,
2804828,12,,,,,,41,52,,,,,,
2805552,,,,,,,13,,,,,,,
2805902,,,,,83,,32,,101,,,,,
2805994,,,,,,,,,73,,,,,
2806478,,,,,76,,29,,72,,,,,
2809160,,,,,,92,,,,,,,,
2813424,,,,,93,,,,,,,,,
2815300,,,,,,,68,,96,,,,,
2816902,,,,,,,,10,,,,,,
2817268,37,,,,,,,,,,,,,
2818534,,,,,,,55,,,,,,,
2818802,,,,,56,,38,,67,,,,,
2819018,,,,,,,23,,,,,,,
2819226,,,,,,13,6,,22,,,,,22
2819722,,,,,55,,,,35,,,,,
2820428,,,,,,,,,37,,,,,
2820618,,,,,,,,,19,,,,,
2822670,,,,,49,,1,3,71,,,,,
2824322,,,,,,,,16,,,,,,
2825464,11,,,,,,,,,,,,,
2826262,,,,,,,61,,,,,,,
2826356,,,,,,73,73,,,,,,,
2828236,,,,,,,,41,,,,,,
2828982,,,,,,,,20,7,,,,,
2830184,,,,,,,57,,,,,,,
2832590,,,,,,,92,,,,,,,
2832824,,,,,35,,,,,,,,,
2834758,,,,,97,,97,,,,,,,
2834904,,,,,22,,22,,,,,,,
2835744,,,,,6,,,,,,,,,
2837252,,,,,8,,8,,,,,,,
2838098,,,,,,,86,,,,,,,
2838492,,,,,59,,,,,,,,,
2838708,,,,,,,58,,,,,,,
2841134,,,,23,34,,13,,,,,,,
2841516,,,,,,,21,,,,,,,
2846260,,,,,,,97,,,,,,,
2846748,,,,,,,7,,19,,,,,
2856442,,,,,,95,53,,43,,,,,77
2859120,,,,,,,,,101,,,,,
2861094,,,,,,,,,27,,,,,
2861208,,,,,,,69,,,,,,,
2861476,,,,,,78,13,,,,,,,
2862324,,,,,76,,,,62,,,,,
2863252,,,,,35,,,,,,,,,
2863650,,,,,,,,,83,,,,,
2864572,,,,,,,12,,,,,,,
2866064,,,,,,,41,,,,,,,
2868018,,,,,12,,,,,,,,,13
2869666,,,,,,,,,59,,,,,
2871326,,,,,,,,,,,,,,27
2872832,,,,,,13,21,,,,,,,
2874832,,,,,,,,,9,,,,,
2877616,,,,,,,,,60,,,,,
2878966,,,,,,,33,,,,,,,
2881236,,,,,,,53,,,,,,,
2881292,,,,,36,,43,,82,,,,,
2884250,,,,,49,,,,62,,,,,
2884808,,,,,44,,,,,,,,,
2888814,,,,,,,25,,,,,,,
2889554,,,,,40,67,67,,68,,,,,85
2890648,,,,,,,2,,,,,,,
2890990,,,20,,,,59,,,,,,,
2891150,,,,,,1,58,,,,,,,
2891682,,,,,,29,29,,,,,,,
2893328,,,,,,,,9,,,,,,
2894582,,,,,,,,,15,,,,,
2898636,,,,,,,,,17,,,,,
2903082,,,,,22,,22,,,,,,,
2903176,,,,,,,,,97,,,,,
2903866,,,,,,,,27,,,,,,
2904386,,,,,35,,13,,,,,,,
2905594,,,,,,,,22,,,,,,
2907314,,,,,,,,,100,,,,,
2907654,,,,,81,,7,,23,,,,,
2907676,,,,,,8,38,,,,,,,
2908534,,,,,99,,,,,,,,,
2908802,,,,,,18,,19,11,,,,,
2912838,,,,,,,,28,90,,,,,
2912840,25,,,,,,,,,,,,,
2912876,,,,,,,,48,,,,,,
2914048,,,,,,,11,,,,,,,
2914134,,,,,35,,,,58,,,,,65
2915790,,,,,45,,,,79,,,,,
2917272,,,,,,15,15,,,,,,,
2917458,,,,,26,,4,,,,,,,
2917850,,,,,,,,,,,,,,47
2919342,,,,,35,,,,,,,,,
2922048,,,,,,,46,,,,,,,
2922850,,,,,,,15,,81,,,,,
2925634,,,,,,,28,,,,,,,
2925806,,,,,8,,,,,,,,,
2927104,,,,,,,,,7,,,,,
2927382,,,,,,,,,47,,,,,
2929614,,,,,,,6,,,,,,,
2929730,,,,,,,,43,,,,,,
2930102,,,,,,,34,,34,,,,,
2930634,,,,,,,16,,,,,,,
2931116,,,,,,,1,,,,,,,
2932114,,,,,,,98,,,,,,,
2932830,,,,,,,86,,,,,,,
2934084,,,,,16,,,10,91,,,,,
2939196,,,,,,,,,16,,,,,
2940124,,,,,,,42,,,,,,,
2941400,77,,,,,,22,71,59,,,,,71
2942998,,,,,,,42,,,,,,,
2944086,,,,,,,67,,,,,,,
2944838,,,,,35,,,,,,,,,
2945050,,,,,,,5,,,,,,,
2946228,,,,,7,,,,,,,,,23
2946246,,,,,,,27,,,,,,,27
2948154,,,,10,,,10,,72,,,,,
2950870,,,,,,,,,47,,,,,
2953156,,,,,,,,,16,,,,,
2954548,,,,,,,47,,,,,,,
2954550,,,,4,,21,,,,,,,,
2954658,,,,,41,,26,,,,,,,8
2955640,,,16,,,,16,16,,,,,,
2957088,,,,,,,101,,,,,,,
2957410,,,,,15,,,,15,,,,,
2958012,,,,,,,80,,,,,,,
2960008,,,,,,,55,,,,,,,
2960532,,,,,,,4,,4,,,,,
2960706,,,,,83,,,12,65,,,,,
2962208,,,,,,,,73,,,,,,
2963096,,,,,,,,,22,,,,,
2964504,,,,,,,,25,7,,,,,
2966022,,,,,,,1,,,,,,,
2966840,,,,,9,,9,4,99,,,,,9
2967104,,,,,,,76,,,,,,,
2967606,,,,,,,,,46,,,,,
2967738,,,,,,,52,,52,,,,,
2970772,,,,,,,,,45,,,,,
2971178,,,,,,,,,,7,,,,
2971228,,,,,,,,,29,,,,,
2971742,,,,,,,33,,,,,,,
2972952,,,,,,,26,,,,,,,
2973836,,,,,45,,,86,25,,,,,
2976580,,,,,32,,,,16,,,,,
2976854,,,,,1,,,,,,,,,
2977646,,,,,,41,41,2,82,,,,,
2977774,,,,,,,30,,,,,,,
2978132,,,,,,,,,36,,,,,
2981300,,,,,61,52,,,12,,,,,12
2981458,,,,,,,42,,,,,,,
2981930,,,,,,,,,37,,,,,
2981996,,,,,13,,,,100,,,,,
2984910,,,,,86,38,25,,,,,,,
2988472,,,,,,,67,,,,,,,
2989076,,,,,,28,35,,,,,,,
2990754,,,,,,,,,9,,,,,
2991188,,,,,,,,,5,,,,,
2992040,,,,,,,65,,,,,,,
2994016,,,,,,,,46,46,,,,,
2997850,,,,,,,79,,,,,,,58
2999500,,,,,,,8,8,29,,,,,
3000460,,,,,,,4,,,,,,,
3002964,,,,,,,73,,,,,,,
3004942,,,,,23,,,,,,,,,
3005008,,,,,,,,,77,,,,,
3005164,,,,,,,21,,,,,,,
3007366,,,,,,,,,26,,,,,
3009650,,,,,70,,70,,,,,,,
3010002,,,,,20,,,,,,,,,
3013022,,,,,,,,7,30,,,,,
3013424,63,,,,49,63,,,,,,,,69
3013692,,,,,,13,13,,,,,,,
3014032,,,,,,,,,49,,,,,
3015622,,,,,,,44,,,,,,,
3015820,,,,,48,,,,,,,,,
3017182,53,,,,38,,,,9,9,,,,
3017502,,16,,,13,3,3,,3,,,,,
3018598,,,,,,,51,,,,,,,
3020680,,,,,76,,45,,43,,,,,
3020910,,,,,,,15,,,,,,,
3025028,,,,,98,,,,4,,,,,
3026288,,48,,,,,15,,29,,,,,
3026964,,,,,,,,,17,,,,,
3028010,,,,,,,27,,,,,,,
3028012,35,,,,38,71,38,3,3,17,,,,
3030534,,,,,79,,,,,,,,,
3031136,,,,,,,10,,,,,,,
3031224,,,,,,,,,66,,,,,
3032144,,,,,,,,54,52,,,,,
3032358,,,76,,,,,,76,,,,,
3035698,,2,,20,57,,,,2,,,11,,
3036486,,,,,,,48,,51,,,,,
3037204,,,,13,,,13,,,,,,,
3037608,,,,,,,5,,,,,,,
3039144,,,,,,,,,33,,,,,
3039434,,,,,86,,39,55,,,,,,
3040178,,,,,,,,6,21,,,,,
3041094,,,,,43,,,,42,,,,,
3045756,,,,,,,15,,,,,,,
3046170,,,,,,,,10,,,,,,
3046482,,,,,,,21,,21,,,,,
3047186,,,,,,,,,26,,,,,
3047474,,,,,,,71,,,,,,,
3048692,,,,,18,13,13,,25,,,,,59
3049094,38,,,,,,,,,,,,,
3049256,,,,,,,,,3,,,,,
3049818,64,,,,,,,,,,,,,
3050996,,,,,79,,,,,,,,,
3052362,,,,,86,,,,,,,,,
3054066,,,,,22,,,,28,,,,,
3054314,,,,,,,,,45,,,,,
3058132,,,,,41,,,,,,,,,
3059078,,,,,,,22,,,,,,,
3059376,,,,,53,,,,,,,,,
3060282,6,,,,2,,,,,,,,,
3060846,,,,,,,,,8,,,,,
3061024,,,,,,,23,,,,,,,
3061070,,,,,,,91,,,,,,,
3061460,,,,,,40,40,,44,,,,,
3063414,,,,,,,24,,,,,,,
3063754,,,,,,8,8,,,,,,,
3064740,,,,,41,,41,,,,,,,
3065802,,,,,,,,15,,,,,,
3069134,,,,,,,6,,,,,,,6
3070296,,,,,,,,,3,,,,,
3072006,,,,,92,99,45,,,,,,,45
3072676,,,,47,,27,17,,,,,,,
3077106,,,,,,,,63,,,,,,
3079104,,,,,,,,,85,,,,,
3079344,,,,,,,,,,,,6,,
3080698,,,,,10,,,,11,,,,,4
3081782,,,,,,86,15,,55,,,,,
3082342,,,,,,,,,68,,,,,
3082632,79,,,,,,,,,,,,,
3083340,,,,,,,42,,,,,,,
3084250,,,,,29,,52,30,49,,,,,
3085768,,,,,,,75,,,,,,,
3088296,,,,,51,,19,51,,,,,,
3089098,71,,,,,,,,,,,,,
3094468,,,,,58,,2,2,7,,,,,
3099520,,,,,7,7,23,,7,,,,,
3101000,,,,,,,77,,,,,,,
3103100,,,,,,,84,,,,,,,
3103142,,,,,,,,,53,,,,,
3106666,,,,,8,,29,,2,,,,,
3108802,,,,,,,14,,,,,,,
3109422,,,,,16,,,,,,,,,
3110228,,,,,30,,,50,92,,,,,
3114364,,,,,,,,,56,,,,,
3118820,,,,,,,7,,7,,,,,
3119074,,,,,,9,42,,42,,,,,
3119564,,,,,,,,2,,,,,,
3121766,,,,,,,,,52,,,,,
3129260,,,,,,,,,92,,,,,
3129262,,,,,,,34,,,,,,,
3129330,,,,,79,,,,,,,,,
3132340,,,,,,,32,56,,,,,,
3135126,,,,,,,23,,,,,,,
3135266,,,,,,,,,2,,,,,
3138580,,,,,18,,18,,9,,,,,79
3139858,,,,,,12,41,,91,,,,,
3140726,,,,,1,48,48,,79,,,,,68
3141456,,,,,,,,,30,,,,,
3143176,,,,,,,,,13,,,,,
3144700,,,,11,4,,71,,1,,,,,
3146382,,,,,,,,85,2,,,,,
3149224,,,,,,,35,,,,,,,
3151600,,,,,,,94,,,,,,,75
3152176,,,,,,,1,,87,,,,,
3152434,,,,,,,,12,100,,,,,
3153662,,,,,10,,21,84,4,,,,,
3154454,,,,,,,9,,,,,,,
3154684,,,,,,,,,11,,,,,
3155926,,,,,,,59,31,,,,,,
3156084,,,,,18,,,,,,,,,
3156762,,25,,,,,,,,,,,,
3156806,,,,,,,,72,,,,,,
3157654,100,,,,,,,,,,,,,
3158786,41,,,,,,,,,,,,,
3159224,,,,,,,7,,,,,,,
3160262,,,,,,,44,,44,,,,,
3160314,,,,,,,25,,,,,,,
3162232,,,,,,,58,,44,,,,,
3162342,5,,,,,,10,,,,,,,
3162532,,,,5,,,23,,5,,,,,
3163912,,,,,,,9,,,,,,,
3164124,,,,,,,,15,,,,,,
3164968,,,,,,,,,8,,,,,
3165218,,,,,,,29,,,,,,,
3165534,,,,,,,82,,,,,,,
3166832,,,,,,53,53,,,,,,,
3166964,,,,,,23,23,16,73,,,,,
3167758,,,,,,,,6,,,,,,
3167882,,,,,,,60,,,,,,,60
3167904,,,,,,62,10,62,75,,,,,
3168468,,,,,,,,,45,,,,,
3171142,,,,,,,,,64,,,,,
3172186,,,,,,,15,,,,,,,
3174232,,,,,77,,,,,,,,,1
3174446,,,,,,88,62,,,,,,,
3175880,,,,,3,25,26,,,,,,,25
3176828,,,,,,,68,,,,,,,
3177290,,,,,,,,13,,,,,,
3178990,,,,,,,1,,18,,,,,
3179336,,,,,,,,47,,,,,,
3179354,,,,,27,,5,,,,,,,
3179416,,,,,11,,,,,,,,,
3181408,11,,,,,,11,,,,,,,
3184426,,,,,,,,,68,,,,,
3185340,,,,,36,,,,,,,,,
3185936,,,,,100,,100,,,,,,,
3191392,,,,,,41,41,,6,,,,,
3191746,,,,,,,,28,28,,,,,
3193074,,,,,,,32,,,,,,,
3196516,,42,,,,,30,,15,,,,,
3198532,,,,,,76,51,,,,,,,
3198718,,,,,,,,12,,,,,,
3200274,,,,,,,,,37,,,,,
3202318,,,,,,88,16,,,,,,,
3202568,,,,,2,,13,67,63,,,,,
3203708,,,,,22,,,,,,,,,26
3204242,,,,,,86,36,,,,,,,
3206060,,,,,,,90,,,,,,,
3209216,,,,,41,41,41,,,,,,,
3210358,,,,,,74,86,,6,,,,,
3210504,,,,,43,65,13,6,4,,,,,
3210540,,,,,,76,76,,,,,,,
3213246,,,,,,,10,,68,,,,,
3214238,,,,,58,,,,,,,,,
3215116,,,,,,,,31,63,,,,,
3216012,,,,,,,11,,,,,,,
3216296,,,,,29,,,,1,,,,,1
3217060,,,,,87,,,,72,,,,,
3217428,,,,,,,78,,78,,,,,
3218944,,,,,,,94,,,,,,,
3220192,,,,,,,,,39,,,,,
3227874,,,,,,,,,78,,,,,
3227952,,,,,16,,8,,,,,,,
3230660,,,,,,,,,100,,,,,
3230872,,,,,,,,,93,,,,,
3232586,,,,,5,,66,66,,,,,,
3233500,,,,,24,,,,,,,,,
3234248,,,,,72,,72,,72,,,,,
3235452,30,,,,,,,,,,,,,
3239224,,,,,,,52,,,,,,,
3243402,,,,,,,22,,,,,,,
3243622,,,,,,,,,55,,,,,
3243888,,,,,,,,,59,,,,,
3244190,,,,,,,,,95,,,,,
3244672,,,,,100,,,,,,,,,
3244910,,,,,,,,,9,,,,,
3248054,,,,,,72,72,,,,,,,
3249968,,,,,49,,24,,12,,,,,
3252026,,,,,7,,80,,,,,,,
3252946,,,,,,,,,25,,,,,
3255784,,,,,,,29,,25,,,,,
3259032,,,,,,,28,,67,,,,,
3259724,,,,,98,,,,,,,,,
3260674,,,,,,19,19,,,,,,,
3261896,,,,,81,9,6,,6,,,,,
3262246,,,,,,,,,45,,,,,
3262896,,,,,,,57,,,,,,,
3263468,,,,,,,,83,,,,,,
3264526,,,,75,,,72,,,,,,,
3269018,,,,,,,25,,,,,,,
3269352,,,,,,,14,,70,,,,,
3271834,,,,,,,,,,,,15,,
3273620,,,,,59,,,,16,,,,,12
3274350,,,,,,,45,71,,,,,,
3275444,,,,,,,45,,,,,,,
3275586,,,,,86,,,,,,,,,
3277124,,,,,,,75,,75,,,,,
3278824,,,,,,,,,57,,,,,
3279744,,,,,16,,,,,,,,,
3280090,,,,,,,,,5,,,,,
3280658,46,,,,45,,,,3,,,,,
3282394,,,,,,,,25,,,,,,
3286108,,,,,,40,40,,,,,,,
3287204,19,,,,,,,,,,,,,
3287654,,,,,,,,,38,,,,,
3287768,,,,74,13,,1,38,4,,,,,
3287830,,,,,,21,,,,,,,,
3288310,86,,,,,,,,,,,,,
3291280,,,,,83,,,69,22,,,,,
3291904,,,,,,,52,,,,,,,
3292094,4,,,,,,4,,,,,,,
3292376,,,,,25,,32,,,,,,,
3293866,,,,,,,,,,9,,,,
3294386,,,,,,,94,,4,,,,,
3294484,,,,,,30,,,10,,,,,30
3295140,,,,,,,71,,,,,,,
3295504,,,,,,,,62,,,,,,
3295856,,,,,92,,,,,,,,,
3298186,,,,,,1,,,,,,,,
3298270,,,,,,,,,80,,,,,
3299202,,,,,,,,,40,,,,,
3299598,,,,,,41,,,,,,,,
3304808,,,,,,,,,,13,,,,
3304852,,,,,,,28,,,,,,,
3304962,,,,,,,,,13,,,,,
3305578,,,,,13,,,34,14,,,,,
3308006,,,,,,,78,,,,,,,
3308046,,,,,,,47,,69,,,,,
3310580,,,,,40,,,,,,,,,
3310932,,,,,38,,9,,,,,,,
3313444,,,,,,,,,45,,,,,
3315276,,,,,,,,29,,,,,,
3316238,,,,,,,2,,,,,,,
3319334,,,,,,,79,,,,,,,
3321734,,,,34,,,35,,,,,,,
3323838,,,,,,,,67,,,,,,
3327200,,,,,31,,11,,33,,,,,79
3327206,,,,,,,,,26,,,,,
3328468,,,,52,,37,4,,,,,,,
3329028,,,,,64,,,,,,,,,
3329852,,,,,,1,1,,,,,,,
3333002,,,,,,88,88,,,,,,,
3333084,,,,,,9,6,,,,,,,
3333112,,,,,,,30,,30,,,,,93
3334906,,,,,43,,45,,,,,,,
3336062,,,,,,,,,96,,,,,
3336638,,,,,38,,,,38,,,,,
3337058,,,,,,,,,98,,,,,
3338078,,,,,76,12,12,,,,,,,
3338322,,,,,,,,,34,,,,,
3340108,,,,,31,,49,,99,,,,,
3340426,,,,,,,17,,72,,,,,
3342102,,,,,,,38,,,,,,,
3343282,,,,,14,15,10,5,4,,,,,1
3347546,,,,,,,31,,,,,,,
3356014,,,,,,,,,,,,,8,
3356548,92,,,,,,,,,,,,,
3357690,,,,,75,,,,,,,,,
3359994,,,,,87,39,11,,85,,,,,
3360336,,,,,,41,41,,,,,,,
3363506,,,,42,45,15,14,,15,,,,,54
3364144,,,,,,,17,,35,,,,,
3364180,,,,,,,,,93,,,,,
3364382,,,,,,,,,31,,,,,
3365100,,,,,3,36,3,38,13,,,,,21
3365454,,,,,,,,2,57,,,,,
3366626,,,,,,,,32,,,,,,
3367686,,,,,37,,,32,85,,,,,32
3367768,,,,,17,,41,,,,,,,
3368274,,,,,,13,5,,,,,,,
3369058,,,,,28,,,,22,,,,,
3371248,,,,,,80,7,,5,,,,,
3373064,,,,,,,,,,,,,,80
3374308,,,,44,,,58,,,,,,,
3375092,,,,,,77,77,,,,,,,
3375568,,,,,,,46,,12,,,,,
3378968,,,,,,,,,56,,,,,
